,Unnamed: 0,Latitude,Longitude,Ratings,Unique_ID
56,96,41.968050500000004,-87.7222307,4.6,-45.96964800045844
57,98,41.9132143,-87.74512969999998,3.9,-45.70071850310139
58,100,41.968573,-87.71064399999999,4.3,-45.715459206065354
59,102,41.968573,-87.71064399999999,4.3,-45.65929455406774
60,103,41.96866139999999,-87.7094887,4.0,-45.98103241701083
61,104,41.8754341,-87.62728800000001,4.1,-45.66353584116814
62,107,41.880939,-87.63056279999998,3.9,-45.76857053514612
63,108,41.88615370000001,-87.63150089999998,4.0,-45.777387119962206
64,110,41.84951849999999,-87.74393590000001,3.8,-45.751921561610274
65,111,41.9039881,-87.63414949999998,4.5,-45.989202278857285
66,113,41.799385799999996,-87.5862277,4.3,-45.8258839741129
67,114,41.9398421,-87.7429494,3.9,-45.756057427978796
68,116,41.9128179,-87.6815051,4.7,-45.76857053514612
69,119,41.885583700000005,-87.6289723,3.2,-45.828318444813846
70,121,41.9394771,-87.6782003,4.6,-45.8076592313614
71,123,41.884028,-87.639974,4.1,-45.751921561610274
72,124,41.9322209,-87.64872700000001,4.4,-45.660688418407936
73,125,41.9322209,-87.64872700000001,4.4,-45.998445048458414
74,126,41.887583,-87.62492999999998,4.3,-45.828182179741624
75,128,41.9112352,-87.6785789,3.3,-45.66327108703882
76,129,41.909501299999995,-87.63500379999998,4.0,-45.73256643150855
77,130,41.909501299999995,-87.63500379999998,4.0,-45.8272547158902
78,131,41.8526801,-87.62462239999998,3.7,-45.79212829308936
79,132,41.8526801,-87.62462239999998,3.7,-45.8272547158902
80,133,41.9687614,-87.7172377,4.9,-45.73860224190298
81,136,41.9174989,-87.7079705,4.6,-45.779969680083994
82,137,41.9174989,-87.7079705,4.6,-45.73860224190298
83,138,41.900523,-87.6260999,4.4,-45.66053229516374
84,139,41.86867280000001,-87.6260911,4.6,-45.952316320931004
85,140,41.88615370000001,-87.63150089999998,4.0,-45.665755146713295
86,142,41.900523,-87.6260999,4.4,-45.81341822054835
87,143,41.7996833,-87.73477790000001,4.3,-45.846568630323056
88,145,41.7996833,-87.73477790000001,4.3,-45.70742504721234
89,146,41.932360700000004,-87.6981892,4.0,-45.846568630323056
90,147,41.871562299999994,-87.62727290000001,4.5,-45.70085582105045
91,148,41.885583700000005,-87.6289723,3.2,-45.93121726330409
92,149,41.885583700000005,-87.6289723,3.2,-45.86634945654331
93,150,41.885583700000005,-87.6289723,3.2,-45.65246068450139
94,151,41.9378686,-87.64417189999998,4.4,-45.81598825583237
95,156,41.9544097,-87.6777563,4.5,-45.99826663832001
96,157,41.8369474,-87.73144570000001,4.4,-45.75407594104468
97,158,41.85236039999999,-87.6327204,3.9,-45.71739638628596
98,159,41.885583700000005,-87.6289723,3.2,-45.91215056381579
99,160,41.85262720000001,-87.65487790000002,4.0,-45.69741820267948
100,162,41.8898705,-87.63035769999998,4.4,-45.742298610628296
101,164,41.8898705,-87.63035769999998,4.4,-45.81934361798871
102,166,41.877864,-87.64215949999998,4.6,-45.742298610628296
103,167,41.8747174,-87.62730669999998,4.1,-45.74082845977591
104,168,41.8833458,-87.62549990000002,3.9,-45.717711862011384
105,169,41.914252399999995,-87.63496320000002,4.4,-45.806526294466494
106,170,41.852677500000006,-87.65584140000001,4.1,-46.013326517720735
107,172,41.909939,-87.70900499999998,4.5,-45.90343313005467
108,174,41.917272600000004,-87.7361372,4.2,-45.71337884215625
109,175,41.9661908,-87.6575728,3.9,-45.69370101923966
110,176,41.9101385,-87.71716550000001,4.4,-45.86528330537866
111,177,41.9297938,-87.6551683,4.6,-45.7300216500388
112,178,41.9176131,-87.7013187,4.5,-45.66932253213018
113,179,41.9176131,-87.7013187,4.5,-45.78692675901138
114,180,41.797133,-87.588225,4.0,-45.837239864335274
115,181,41.93980699999999,-87.653565,4.5,-45.71435912922569
116,182,41.84951849999999,-87.74393590000001,3.8,-45.76859661505719
117,183,41.9297938,-87.6551683,4.6,-45.91242600390901
118,184,41.92431699999999,-87.723226,4.1,-45.68940005402481
119,188,41.8822079,-87.6403929,2.9,-45.83115037408445
120,189,41.885583700000005,-87.6289723,3.2,-45.893605195314166
121,191,41.7935302,-87.69437169999998,4.2,-45.738691767143074
122,193,41.7935302,-87.69437169999998,4.2,-45.801609822436795
123,194,41.94838920000001,-87.6692192,4.5,-45.98827761818543
124,195,41.91019420000001,-87.6348616,3.9,-45.716666617781996
125,198,41.910078799999994,-87.72979889999998,4.1,-45.716666617781996
